Year,Month,DayofMonth,DepTime,ArrTime,AirTime,Origin,Dest,Distance,Price,Weather
2008,1,7,2100,2200,60.0,IAD,MDW,577,641.8194342476427,1
2008,1,7,1720,1820,60.0,IAD,MDW,577,1539.536414166845,0
2008,1,7,1505,1605,60.0,IAD,MDW,577,427.12632795981625,1
2008,1,7,930,1030,60.0,IAD,MDW,577,167.7313204725234,1
2008,1,7,1955,2225,150.0,IAD,TPA,810,144.71867357900257,0
2008,1,7,735,1000,145.0,IAD,TPA,810,1064.7528567773134,0
2008,1,7,620,750,90.0,IND,BWI,515,243.13220555151776,1
2008,1,7,930,1100,90.0,IND,BWI,515,1861.4822726186846,1
2008,1,7,1755,1925,90.0,IND,BWI,515,1709.1888735605671,1
2008,1,7,1915,2110,115.0,IND,JAX,688,1238.7538112091195,1
2008,1,7,1830,1940,70.0,IND,LAS,1591,1990.27582263462,0
2008,1,7,1040,1150,70.0,IND,LAS,1591,824.0825713825825,0
2008,1,7,615,650,35.0,IND,MCI,451,664.3913229266698,1
2008,1,7,1620,1655,35.0,IND,MCI,451,1331.139842415139,0
2008,1,7,700,915,135.0,IND,MCO,828,105.05926516872704,0
2008,1,7,1510,1725,135.0,IND,MCO,828,833.7412832937317,0
2008,1,7,1430,1425,-5.0,IND,MDW,162,1267.039471524365,0
2008,1,7,715,710,-5.0,IND,MDW,162,1443.5465594691584,0
2008,1,7,1700,1655,1435.0,IND,MDW,162,1719.3910587303171,1
2008,1,7,1020,1010,-10.0,IND,MDW,162,802.5025954832143,1
2008,1,7,1425,1625,120.0,IND,PHX,1489,1255.613434231974,1
2008,1,7,745,955,130.0,IND,PHX,1489,1157.1959850811802,0
2008,1,7,1255,1510,135.0,IND,TPA,838,1287.043531821329,1
2008,1,7,1325,1435,70.0,ISP,BWI,220,1186.9594301979162,1
2008,1,7,705,810,65.0,ISP,BWI,220,295.19736433662166,1
2008,1,7,1625,1735,70.0,ISP,BWI,220,1057.6765545547655,1
2008,1,7,1840,1950,70.0,ISP,BWI,220,897.7974680555955,1
2008,1,7,1030,1140,70.0,ISP,BWI,220,645.3464743885004,0
2008,1,7,800,910,70.0,ISP,BWI,220,185.33526530886505,1
2008,1,7,1455,1605,70.0,ISP,BWI,220,687.6337519985941,1
2008,1,7,1255,1610,195.0,ISP,FLL,1093,55.12191897172093,0
2008,1,7,1925,2235,190.0,ISP,FLL,1093,687.9982585883131,0
2008,1,7,635,945,190.0,ISP,FLL,1093,1534.453165558528,0
2008,1,7,730,1020,170.0,ISP,LAS,2283,1504.45976255291,1
2008,1,7,1945,2230,165.0,ISP,MCO,972,933.3243710616953,1
2008,1,7,1005,1255,170.0,ISP,MCO,972,512.1692941595834,1
2008,1,7,710,1000,170.0,ISP,MCO,972,692.9069655823116,1
2008,1,7,1300,1550,170.0,ISP,MCO,972,651.9603978648659,1
2008,1,7,1430,1720,170.0,ISP,MCO,972,1234.118046185212,0
2008,1,7,1555,1845,170.0,ISP,MCO,972,1653.0729666518364,0
2008,1,7,830,955,85.0,ISP,MDW,765,565.8760447743197,1
2008,1,7,1650,1815,85.0,ISP,MDW,765,1671.7075890674453,0
2008,1,7,1105,1230,85.0,ISP,MDW,765,1045.3706630728243,1
2008,1,7,1355,1520,85.0,ISP,MDW,765,1197.9920572363467,0
2008,1,7,1230,1530,180.0,ISP,PBI,1052,893.9145566403516,1
2008,1,7,1725,2030,185.0,ISP,PBI,1052,1959.55136300489,0
2008,1,7,720,1020,180.0,ISP,PBI,1052,469.4766455583495,1
2008,1,7,640,955,195.0,ISP,RSW,1101,551.6595548321807,0
2008,1,7,1140,1440,180.0,ISP,TPA,1034,1325.4449987566838,1
2008,1,7,1510,1810,180.0,ISP,TPA,1034,678.9702491251238,1
2008,1,7,635,935,180.0,ISP,TPA,1034,1273.8651163287032,1
2008,1,7,830,1140,190.0,JAN,BWI,888,958.8528007411904,0
2008,1,7,1435,1745,190.0,JAN,BWI,888,1916.0821360622201,1
2008,1,7,1730,1850,80.0,JAN,HOU,359,879.5667612379493,0
2008,1,7,615,735,80.0,JAN,HOU,359,1439.8492335202184,1
2008,1,7,1145,1305,80.0,JAN,HOU,359,1997.510679796561,0
2008,1,7,1940,2100,80.0,JAN,HOU,359,616.1551616735321,0
2008,1,7,945,1225,160.0,JAN,MCO,587,1804.3197627150391,1
2008,1,7,1850,2045,115.0,JAN,MDW,666,232.61334967235612,1
2008,1,7,700,900,120.0,JAN,MDW,666,1457.0852878591058,0
2008,1,7,925,940,15.0,JAX,BHM,365,1242.6666227243834,0
2008,1,7,620,655,35.0,JAX,BNA,484,440.02953507477196,1
2008,1,7,1040,1110,30.0,JAX,BNA,484,1401.5022075325173,1
2008,1,7,1535,1610,35.0,JAX,BNA,484,996.2096328242724,0
2008,1,7,1915,1950,35.0,JAX,BNA,484,1723.1327415836336,1
2008,1,7,1055,1240,105.0,JAX,BWI,663,1568.235860393789,0
2008,1,7,1440,1625,105.0,JAX,BWI,663,764.5955657177878,0
2008,1,7,2010,2155,105.0,JAX,BWI,663,1161.6853863635733,0
2008,1,7,2130,2240,70.0,JAX,FLL,318,1908.927144081927,0
2008,1,7,1500,1615,75.0,JAX,FLL,318,1158.862399886383,1
2008,1,7,850,1000,70.0,JAX,FLL,318,154.81336278475197,0
2008,1,7,645,755,70.0,JAX,FLL,318,858.6312149994411,0
2008,1,7,1220,1330,70.0,JAX,FLL,318,547.2282782781215,0
2008,1,7,1730,1840,70.0,JAX,FLL,318,217.37955131799455,0
2008,1,7,1735,1905,90.0,JAX,HOU,816,966.141899018194,1
2008,1,7,750,955,125.0,JAX,IND,688,590.0040582353404,0
2008,1,7,1825,1955,90.0,JAX,ORF,543,1691.6167724306436,1
2008,1,7,820,945,85.0,JAX,ORF,543,1540.8977133265712,1
2008,1,7,1650,1905,135.0,JAX,PHL,742,1977.1944093118059,1
2008,1,7,700,915,135.0,JAX,PHL,742,1855.7056205937565,1
2008,1,7,1310,1400,50.0,JAX,TPA,180,798.4662108647663,0
2008,1,7,900,950,50.0,JAX,TPA,180,754.7414154275058,0
2008,1,7,1850,1945,55.0,JAX,TPA,180,305.7816406285905,1
2008,1,7,1445,1710,145.0,LAS,ABQ,487,109.04970521847261,1
2008,1,7,935,1200,145.0,LAS,ABQ,487,1886.3805100805755,0
2008,1,7,2125,2345,140.0,LAS,ABQ,487,1645.9643333607125,1
2008,1,7,1230,1500,150.0,LAS,ABQ,487,665.4526611759106,0
2008,1,7,625,850,145.0,LAS,ABQ,487,1137.9014766648113,1
2008,1,7,1600,1825,145.0,LAS,ABQ,487,839.123547509664,1
2008,1,7,1915,2140,145.0,LAS,ABQ,487,488.1338190542818,0
2008,1,7,1655,30,455.0,LAS,ALB,2237,494.2902520115158,1
2008,1,7,1155,1555,240.0,LAS,AMA,758,936.0682682231013,1
2008,1,7,1240,1720,280.0,LAS,AUS,1090,306.08803842638844,0
2008,1,7,2015,50,275.0,LAS,AUS,1090,1766.6407875593468,0
2008,1,7,850,1330,280.0,LAS,AUS,1090,1089.8010305535095,1
2008,1,7,1640,25,465.0,LAS,BDL,2298,764.1903369660714,1
2008,1,7,905,1430,325.0,LAS,BHM,1618,1332.5732293589544,0
2008,1,7,815,1340,325.0,LAS,BNA,1588,1604.4151000799325,0
2008,1,7,1240,1810,330.0,LAS,BNA,1588,1787.3417366681783,0
2008,1,7,1440,2010,330.0,LAS,BNA,1588,1152.611031229754,1
2008,1,7,1930,55,325.0,LAS,BNA,1588,1766.9839614939217,1
2008,1,7,920,1210,170.0,LAS,BOI,520,874.750515695367,0
2008,1,7,1535,1825,170.0,LAS,BOI,520,1033.1561060670272,0
2008,1,7,1715,25,430.0,LAS,BUF,1987,731.4466691975178,0
2008,1,7,825,925,60.0,LAS,BUR,223,486.8000794239681,1
2008,1,7,2015,2115,60.0,LAS,BUR,223,588.4414484900803,0
2008,1,7,1740,1840,60.0,LAS,BUR,223,423.06269494990863,0
2008,1,7,650,750,60.0,LAS,BUR,223,648.7211118300352,0
2008,1,7,2055,2155,60.0,LAS,BUR,223,1248.6431505039393,0
2008,1,7,1910,2010,60.0,LAS,BUR,223,1617.2965266635779,1
2008,1,7,1355,1500,65.0,LAS,BUR,223,165.9422198957796,0
2008,1,7,1050,1155,65.0,LAS,BUR,223,808.6538374941317,1
2008,1,7,1250,1355,65.0,LAS,BUR,223,770.095001831613,0
2008,1,7,1630,1740,70.0,LAS,BUR,223,326.3972499899233,0
2008,1,7,915,1020,65.0,LAS,BUR,223,141.82679574262966,0
2008,1,7,1220,1325,65.0,LAS,BUR,223,1581.239563946448,1
2008,1,7,1455,1555,60.0,LAS,BUR,223,1370.696155035447,0
2008,1,7,845,1610,445.0,LAS,BWI,2106,1319.5819703068578,1
2008,1,7,1730,50,440.0,LAS,BWI,2106,137.10995365835674,1
2008,1,7,1245,2015,450.0,LAS,BWI,2106,1676.9567024880882,0
2008,1,7,945,1645,420.0,LAS,CLE,1825,1025.7976766162842,1
2008,1,7,1740,30,410.0,LAS,CMH,1772,1478.623243698305,1
2008,1,7,1200,1850,410.0,LAS,CMH,1772,1277.5020510129057,1
2008,1,7,700,955,175.0,LAS,DEN,629,1602.69044129419,0
2008,1,7,1030,1320,170.0,LAS,DEN,629,1997.361245989385,1
2008,1,7,2115,5,170.0,LAS,DEN,629,1153.4365968712889,0
2008,1,7,1315,1610,175.0,LAS,DEN,629,1011.6036680747828,1
2008,1,7,1955,2245,170.0,LAS,DEN,629,584.6780198256647,0
2008,1,7,1425,1720,175.0,LAS,DEN,629,790.856225642308,0
2008,1,7,1600,1900,180.0,LAS,DEN,629,1756.6117286442961,1
2008,1,7,1710,1945,155.0,LAS,ELP,584,202.33054802040382,0
2008,1,7,1040,1320,160.0,LAS,ELP,584,67.23150197439409,0
2008,1,7,1050,1325,155.0,LAS,GEG,806,1739.051311293241,0
2008,1,7,1620,1850,150.0,LAS,GEG,806,510.3244467160232,1
2008,1,7,1735,2230,295.0,LAS,HOU,1235,1341.094763984029,0
2008,1,7,1140,1640,300.0,LAS,HOU,1235,1691.9971745453,1
2008,1,7,740,1235,295.0,LAS,HOU,1235,212.43582371575914,0
2008,1,7,2010,55,285.0,LAS,HOU,1235,641.3869009991398,0
2008,1,7,1525,2245,440.0,LAS,IAD,2066,233.67992206325349,0
2008,1,7,1820,55,395.0,LAS,IND,1591,583.7786892837871,0
2008,1,7,1050,1725,395.0,LAS,IND,1591,1443.7055132015812,1
2008,1,7,1510,2255,465.0,LAS,ISP,2283,1329.5773824191665,1
2008,1,7,1715,1820,65.0,LAS,LAX,236,1059.9803547366496,0
2008,1,7,2150,2255,65.0,LAS,LAX,236,1280.3071835529115,0
2008,1,7,1825,1930,65.0,LAS,LAX,236,656.9172398413974,0
2008,1,7,645,745,60.0,LAS,LAX,236,608.0331289208806,0
2008,1,7,1455,1600,65.0,LAS,LAX,236,52.26020060120763,0
2008,1,7,1250,1355,65.0,LAS,LAX,236,542.0914420177687,1
2008,1,7,840,945,65.0,LAS,LAX,236,754.5253244314334,0
2008,1,7,1525,1630,65.0,LAS,LAX,236,1751.7771612415158,0
2008,1,7,750,855,65.0,LAS,LAX,236,707.6634007345679,0
2008,1,7,1200,1310,70.0,LAS,LAX,236,1872.2279837340438,1
2008,1,7,2005,2115,70.0,LAS,LAX,236,225.726079892297,1
2008,1,7,2120,2225,65.0,LAS,LAX,236,463.82687517214765,0
2008,1,7,1025,1135,70.0,LAS,LAX,236,1180.5816170012222,1
2008,1,7,1420,1525,65.0,LAS,LAX,236,1135.411896192089,0
2008,1,7,1100,1500,240.0,LAS,LBB,775,1171.5743174347585,1
2008,1,7,850,1345,295.0,LAS,LIT,1295,1940.8125976212928,0
2008,1,7,1110,1510,240.0,LAS,MAF,796,1870.7686960676567,0
2008,1,7,1210,1700,290.0,LAS,MCI,1140,993.3046313493654,1
2008,1,7,2005,50,285.0,LAS,MCI,1140,1313.3474531033942,0
2008,1,7,1905,2350,285.0,LAS,MCI,1140,1286.6739662118027,0
2008,1,7,1510,2000,290.0,LAS,MCI,1140,517.4895714953336,1
2008,1,7,650,1135,285.0,LAS,MCI,1140,775.241499080493,0
2008,1,7,940,1430,290.0,LAS,MCI,1140,1188.8707841904381,1
2008,1,7,1300,2025,445.0,LAS,MCO,2039,1305.682076318027,0
2008,1,7,1500,2030,330.0,LAS,MDW,1521,1898.5904378343434,1
2008,1,7,645,1210,325.0,LAS,MDW,1521,572.6648183915585,0
2008,1,7,1050,1620,330.0,LAS,MDW,1521,897.3569793282891,0
2008,1,7,1415,1945,330.0,LAS,MDW,1521,1469.4167047362596,0
2008,1,7,1145,1720,335.0,LAS,MDW,1521,255.00665174731998,1
2008,1,7,755,1320,325.0,LAS,MDW,1521,1443.9721754955228,1
2008,1,7,935,1505,330.0,LAS,MDW,1521,766.4496387351776,0
2008,1,7,1700,2230,330.0,LAS,MDW,1521,404.9953310091916,1
2008,1,7,1845,5,320.0,LAS,MDW,1521,1302.5661319965936,0
2008,1,7,1815,2335,320.0,LAS,MDW,1521,588.2822935561226,1
2008,1,7,1930,50,320.0,LAS,MDW,1521,1198.1140752281522,0
2008,1,7,1310,1845,335.0,LAS,MDW,1521,76.58925524866052,0
2008,1,7,1645,35,470.0,LAS,MHT,2356,87.34748438017797,1
2008,1,7,1030,1545,315.0,LAS,MSY,1501,1073.1625842322537,0
2008,1,7,1825,2340,315.0,LAS,MSY,1501,1766.224752120648,0
2008,1,7,1110,1240,90.0,LAS,OAK,407,1946.3261849010319,0
2008,1,7,700,830,90.0,LAS,OAK,407,1593.8507595187625,0
2008,1,7,1345,1520,95.0,LAS,OAK,407,1177.3974620670456,1
2008,1,7,1740,1915,95.0,LAS,OAK,407,1091.0437152918685,0
2008,1,7,1205,1345,100.0,LAS,OAK,407,1894.8834027582334,0
2008,1,7,1505,1635,90.0,LAS,OAK,407,151.83032941045056,0
2008,1,7,820,950,90.0,LAS,OAK,407,343.03421836755473,0
2008,1,7,2125,2255,90.0,LAS,OAK,407,1244.662346250561,1
2008,1,7,1900,2030,90.0,LAS,OAK,407,591.2539368686022,0
2008,1,7,1420,1555,95.0,LAS,OAK,407,462.3923898242237,1
2008,1,7,925,1055,90.0,LAS,OAK,407,585.1034106366087,0
2008,1,7,2155,2325,90.0,LAS,OAK,407,969.3139463218978,1
2008,1,7,2020,2150,90.0,LAS,OAK,407,176.45511690772952,0
2008,1,7,600,730,90.0,LAS,OAK,407,1380.7061878531767,1
2008,1,7,1145,1605,260.0,LAS,OKC,987,1712.020427460879,1
2008,1,7,1315,1755,280.0,LAS,OMA,1099,1858.0059039962885,1
2008,1,7,1920,2355,275.0,LAS,OMA,1099,1315.5566581780975,1
2008,1,7,910,1350,280.0,LAS,OMA,1099,990.4030073345186,1
2008,1,7,1610,1705,55.0,LAS,ONT,197,850.4601513082742,1
2008,1,7,1945,2040,55.0,LAS,ONT,197,104.3498808934791,1
2008,1,7,655,750,55.0,LAS,ONT,197,1554.0955477662287,0
2008,1,7,1435,1530,55.0,LAS,ONT,197,1392.8266020888454,0
2008,1,7,1030,1125,55.0,LAS,ONT,197,1801.2566456036643,1
2008,1,7,2120,2210,50.0,LAS,ONT,197,563.888397425948,0
2008,1,7,835,930,55.0,LAS,ONT,197,1013.3221905017424,1
2008,1,7,1215,1310,55.0,LAS,ONT,197,1747.3501261914219,1
2008,1,7,1800,1855,55.0,LAS,ONT,197,1565.053507107866,0
2008,1,7,1330,1425,55.0,LAS,ONT,197,1971.2568874850122,0
2008,1,7,1655,25,450.0,LAS,ORF,2155,1077.1822921722983,0
2008,1,7,1755,2015,140.0,LAS,PDX,762,1775.88729048652,1
2008,1,7,755,1020,145.0,LAS,PDX,762,329.22063462235747,1
2008,1,7,1255,1520,145.0,LAS,PDX,762,87.66707760742199,0
2008,1,7,2040,2300,140.0,LAS,PDX,762,1167.5963951064357,0
2008,1,7,1045,1835,470.0,LAS,PHL,2176,1477.2028663057993,0
2008,1,7,1700,45,465.0,LAS,PHL,2176,199.3299006542485,0
2008,1,7,600,805,125.0,LAS,PHX,256,1574.7291896104564,1
2008,1,7,705,915,130.0,LAS,PHX,256,995.857645507308,0
2008,1,7,1320,1530,130.0,LAS,PHX,256,698.5423743561105,0
2008,1,7,1810,2015,125.0,LAS,PHX,256,597.2638880316296,0
2008,1,7,1740,1950,130.0,LAS,PHX,256,352.6013727029896,1
2008,1,7,1545,1750,125.0,LAS,PHX,256,507.50362746390044,0
2008,1,7,1205,1415,130.0,LAS,PHX,256,1550.596579860303,1
2008,1,7,1110,1315,125.0,LAS,PHX,256,517.1259744240801,0
2008,1,7,1005,1215,130.0,LAS,PHX,256,870.1576371472586,0
2008,1,7,820,1025,125.0,LAS,PHX,256,1424.461702672131,0
2008,1,7,2110,2310,120.0,LAS,PHX,256,748.8869487156509,1
2008,1,7,2040,2240,120.0,LAS,PHX,256,1816.6453149991441,1
2008,1,7,635,840,125.0,LAS,PHX,256,229.45589880871987,1
2008,1,7,1450,1655,125.0,LAS,PHX,256,1310.616230765315,1
2008,1,7,1945,2150,125.0,LAS,PHX,256,1977.4213247044543,1
2008,1,7,1630,1845,135.0,LAS,PHX,256,1878.1241227017028,1
2008,1,7,915,1120,125.0,LAS,PHX,256,1268.7144613096782,1
2008,1,7,1415,1620,125.0,LAS,PHX,256,616.8683082215618,0
2008,1,7,1745,50,425.0,LAS,PIT,1910,1411.554125129921,1
2008,1,7,915,1620,425.0,LAS,PIT,1910,1549.3323813725144,1
2008,1,7,1600,2350,470.0,LAS,PVD,2363,373.7267406346011,0
2008,1,7,1120,1840,440.0,LAS,RDU,2027,639.6018288030155,1
2008,1,7,1725,45,440.0,LAS,RDU,2027,1957.4676526282324,0
2008,1,7,1630,1755,85.0,LAS,RNO,345,1264.9854914200512,0
2008,1,7,1855,2015,80.0,LAS,RNO,345,1173.4419164480407,0
2008,1,7,710,830,80.0,LAS,RNO,345,928.1701975985927,1
2008,1,7,1730,1850,80.0,LAS,RNO,345,1034.6090003053378,1
2008,1,7,1540,1700,80.0,LAS,RNO,345,810.4551237474275,1
2008,1,7,840,955,75.0,LAS,RNO,345,1690.5076269701829,0
2008,1,7,2200,2315,75.0,LAS,RNO,345,1448.4906512797336,0
2008,1,7,2040,2155,75.0,LAS,RNO,345,1520.2997631546093,0
2008,1,7,625,740,75.0,LAS,RNO,345,1879.4400663575877,0
2008,1,7,1020,1145,85.0,LAS,RNO,345,1732.3829749114589,1
2008,1,7,1255,1415,80.0,LAS,RNO,345,1067.4672176813974,1
2008,1,7,1350,1510,80.0,LAS,RNO,345,946.4865650040214,1
2008,1,7,1110,1230,80.0,LAS,RNO,345,587.7056405533866,0
2008,1,7,1330,1435,65.0,LAS,SAN,258,1613.0529755493344,1
2008,1,7,1220,1325,65.0,LAS,SAN,258,535.3653890310297,0
2008,1,7,2050,2150,60.0,LAS,SAN,258,1300.371935506538,1
2008,1,7,805,905,60.0,LAS,SAN,258,1063.621175351705,1
2008,1,7,1625,1735,70.0,LAS,SAN,258,1441.9805912747754,0
2008,1,7,940,1045,65.0,LAS,SAN,258,864.962900930847,0
2008,1,7,1905,2005,60.0,LAS,SAN,258,1091.5408398203892,1
2008,1,7,1740,1840,60.0,LAS,SAN,258,1642.5894795762717,1
2008,1,7,2125,2225,60.0,LAS,SAN,258,501.62393883006183,1
2008,1,7,1425,1530,65.0,LAS,SAN,258,1965.9265267112412,0
2008,1,7,1515,1615,60.0,LAS,SAN,258,698.050585467354,1
2008,1,7,2155,2255,60.0,LAS,SAN,258,1449.652707839945,0
2008,1,7,615,715,60.0,LAS,SAN,258,1757.7330894801541,0
2008,1,7,1110,1215,65.0,LAS,SAN,258,1604.029162912495,0
2008,1,7,1445,1920,275.0,LAS,SAT,1069,567.4582915602991,1
2008,1,7,1935,5,270.0,LAS,SAT,1069,433.5142304866568,0
2008,1,7,1040,1510,270.0,LAS,SAT,1069,1818.8400152035945,0
2008,1,7,750,1220,270.0,LAS,SAT,1069,978.5958799361675,0
2008,1,7,1810,45,395.0,LAS,SDF,1624,1270.7211530965344,1
2008,1,7,1645,1930,165.0,LAS,SEA,866,1494.3484036492396,0
2008,1,7,2005,2245,160.0,LAS,SEA,866,1832.062001378179,0
2008,1,7,640,925,165.0,LAS,SEA,866,1912.9247682972066,0
2008,1,7,1050,1330,160.0,LAS,SEA,866,1917.7251828398716,0
2008,1,7,1355,1530,95.0,LAS,SFO,414,1644.7437128796942,1
2008,1,7,910,1045,95.0,LAS,SFO,414,1334.6256820605522,0
2008,1,7,1700,1835,95.0,LAS,SFO,414,1185.4472314851103,0
2008,1,7,1905,2040,95.0,LAS,SFO,414,301.38086073434044,1
2008,1,7,605,740,95.0,LAS,SFO,414,1018.1251776831892,1
2008,1,7,2105,2240,95.0,LAS,SFO,414,610.2103444492518,0
2008,1,7,1215,1350,95.0,LAS,SFO,414,268.62600449817035,0
2008,1,7,1235,1400,85.0,LAS,SJC,386,1093.8928883435153,1
2008,1,7,610,730,80.0,LAS,SJC,386,863.7750158863616,1
2008,1,7,1945,2105,80.0,LAS,SJC,386,628.260976000656,0
2008,1,7,1855,2020,85.0,LAS,SJC,386,571.6952235170054,0
2008,1,7,2040,2200,80.0,LAS,SJC,386,818.0854854498018,0
2008,1,7,1520,1645,85.0,LAS,SJC,386,432.5877780552687,0
2008,1,7,1000,1125,85.0,LAS,SJC,386,1439.98205494351,0
2008,1,7,730,855,85.0,LAS,SJC,386,1765.6574788928383,1
2008,1,7,1655,1820,85.0,LAS,SJC,386,1548.7967254313635,0
2008,1,7,1100,1320,140.0,LAS,SLC,368,753.4383778952491,0
2008,1,7,1905,2120,135.0,LAS,SLC,368,153.9479663365729,0
2008,1,7,830,1050,140.0,LAS,SLC,368,1058.5236797324055,0
2008,1,7,2050,2305,135.0,LAS,SLC,368,1840.2633342637596,1
2008,1,7,1555,1820,145.0,LAS,SLC,368,1746.782708237965,0
2008,1,7,1355,1615,140.0,LAS,SLC,368,101.45032074917259,0
2008,1,7,2140,2355,135.0,LAS,SLC,368,245.2694279018869,1
2008,1,7,615,835,140.0,LAS,SLC,368,367.26051172680536,0
2008,1,7,1910,2035,85.0,LAS,SMF,397,885.1042291779956,0
2008,1,7,1350,1520,90.0,LAS,SMF,397,1988.6723158711177,0
2008,1,7,640,805,85.0,LAS,SMF,397,533.028446649205,1
2008,1,7,1730,1855,85.0,LAS,SMF,397,1599.3666498908728,1
2008,1,7,905,1035,90.0,LAS,SMF,397,1820.7634361427872,0
2008,1,7,1115,1250,95.0,LAS,SMF,397,1759.903518269934,1
2008,1,7,1515,1645,90.0,LAS,SMF,397,650.4132862250254,1
2008,1,7,2100,2225,85.0,LAS,SMF,397,1834.5324810462346,1
2008,1,7,1935,2035,60.0,LAS,SNA,226,70.30725961480525,0
2008,1,7,1305,1410,65.0,LAS,SNA,226,496.6274667138483,1
2008,1,7,1820,1925,65.0,LAS,SNA,226,446.88292496010394,1
2008,1,7,1010,1110,60.0,LAS,SNA,226,792.7996818181736,0
2008,1,7,1500,1605,65.0,LAS,SNA,226,80.54698630821652,0
2008,1,7,750,850,60.0,LAS,SNA,226,219.7148878794502,0
2008,1,7,1050,1600,310.0,LAS,STL,1372,1703.5604513284113,1
2008,1,7,1530,2040,310.0,LAS,STL,1372,1017.3174602302754,0
2008,1,7,1855,2355,300.0,LAS,STL,1372,727.2890367885424,0
2008,1,7,1725,35,430.0,LAS,TPA,1984,569.8802975789478,0
2008,1,7,1035,1505,270.0,LAS,TUL,1076,1264.2738963837305,1
2008,1,7,2115,2330,135.0,LAS,TUS,365,1883.2487881379488,0
2008,1,7,1725,1940,135.0,LAS,TUS,365,101.86402806698543,0
2008,1,7,720,935,135.0,LAS,TUS,365,257.83436839954743,0
2008,1,7,1320,1535,135.0,LAS,TUS,365,1127.1123373569073,1
2008,1,7,2030,2240,130.0,LAS,TUS,365,1028.3445613006002,1
2008,1,7,1050,1305,135.0,LAS,TUS,365,664.4755868510956,0
2008,1,7,1710,1955,165.0,LAX,ABQ,677,1428.5086584271896,0
2008,1,7,2025,2310,165.0,LAX,ABQ,677,660.0777391892152,0
2008,1,7,1315,1600,165.0,LAX,ABQ,677,1521.4988528389601,1
2008,1,7,940,1225,165.0,LAX,ABQ,677,68.83412340683958,0
2008,1,7,1015,1505,290.0,LAX,AUS,1242,364.0525502118096,0
2008,1,7,815,1400,345.0,LAX,BNA,1797,1820.4474895761202,1
2008,1,7,1540,2125,345.0,LAX,BNA,1797,337.38936686234473,1
2008,1,7,1255,1840,345.0,LAX,BNA,1797,665.4871102038433,1
2008,1,7,1320,1615,175.0,LAX,ELP,714,1341.6449767353192,0
2008,1,7,1735,2025,170.0,LAX,ELP,714,783.2702685736717,0
2008,1,7,945,1235,170.0,LAX,ELP,714,124.75274110944794,0
2008,1,7,1145,1650,305.0,LAX,HOU,1390,1724.735490496126,1
2008,1,7,1625,2125,300.0,LAX,HOU,1390,1727.3738737337392,1
2008,1,7,805,1310,305.0,LAX,HOU,1390,75.08995417539721,1
2008,1,7,1935,35,300.0,LAX,HOU,1390,391.52405435187717,0
2008,1,7,1425,1530,65.0,LAX,LAS,236,672.8599177100134,1
2008,1,7,1135,1240,65.0,LAX,LAS,236,902.8366239852495,0
2008,1,7,1640,1745,65.0,LAX,LAS,236,933.7675511110881,1
2008,1,7,855,1000,65.0,LAX,LAS,236,308.2330739787328,1
2008,1,7,1740,1840,60.0,LAX,LAS,236,840.9508277437415,1
2008,1,7,1015,1120,65.0,LAX,LAS,236,456.9227467135937,1
2008,1,7,625,730,65.0,LAX,LAS,236,1040.406488574221,1
2008,1,7,1530,1635,65.0,LAX,LAS,236,1992.9641198264226,1
2008,1,7,1845,1950,65.0,LAX,LAS,236,1462.3159525923816,0
2008,1,7,740,840,60.0,LAX,LAS,236,1805.5262061467176,0
2008,1,7,2100,2205,65.0,LAX,LAS,236,1283.000467279782,0
2008,1,7,2140,2245,65.0,LAX,LAS,236,840.0923000087131,1
2008,1,7,1955,2055,60.0,LAX,LAS,236,1988.9948573662962,0
2008,1,7,1335,1440,65.0,LAX,LAS,236,1081.1965154397078,0
2008,1,7,1310,1825,315.0,LAX,MCI,1363,99.4154071899166,0
2008,1,7,1125,1640,315.0,LAX,MCI,1363,306.33550351596216,1
2008,1,7,1835,2345,310.0,LAX,MCI,1363,1018.7041923605892,0
2008,1,7,630,1140,310.0,LAX,MCI,1363,1594.8876453353375,1
2008,1,7,1625,2215,350.0,LAX,MDW,1750,1413.9821657234788,0
2008,1,7,850,1440,350.0,LAX,MDW,1750,1562.805110351636,1
2008,1,7,1240,1835,355.0,LAX,MDW,1750,1679.7063395733885,1
2008,1,7,1445,2040,355.0,LAX,MDW,1750,639.954658176446,1
2008,1,7,945,1540,355.0,LAX,MDW,1750,243.4319068340506,0
2008,1,7,625,1220,355.0,LAX,MDW,1750,188.64532447548837,1
2008,1,7,1755,2350,355.0,LAX,MDW,1750,102.85553964313107,1
2008,1,7,1000,1115,75.0,LAX,OAK,337,206.88180798483788,0
2008,1,7,1900,2015,75.0,LAX,OAK,337,101.58145251193525,1
2008,1,7,900,1015,75.0,LAX,OAK,337,1522.0470056004033,0
2008,1,7,1400,1515,75.0,LAX,OAK,337,958.8110723804939,0
2008,1,7,1500,1615,75.0,LAX,OAK,337,346.1805108315454,1
2008,1,7,1730,1845,75.0,LAX,OAK,337,1535.2014015144864,1
2008,1,7,2100,2215,75.0,LAX,OAK,337,1857.518859247609,1
2008,1,7,1930,2045,75.0,LAX,OAK,337,408.3894998562498,1
2008,1,7,1800,1915,75.0,LAX,OAK,337,1447.9095458339195,0
2008,1,7,1830,1945,75.0,LAX,OAK,337,509.291978447488,0
2008,1,7,1430,1545,75.0,LAX,OAK,337,1157.8877250207358,1
